Exchange,Product Name,Product Symbol,Alternate Symbol,Product Type,Asset Class,Sub-Asset Class,Currency,Market Data Channel
MX,,ORL,,Option Strategy,,,CAD,ALL
MX,,BPY,,Option Strategy,,,CAD,ALL
MX,,SVM,,Option Strategy,,,CAD,ALL
BVMF,,IDIJ19P266700_E,,Option,,,BRL,ALL
ICE_L,Trelleborg AB - Cash FLEX Fut,TJD,IFLO.TJD,Future,,,SEK,IFEU Financials
MX,,EFN,,Option Strategy,,,CAD,ALL
ICE_L,96580012,GLQ,,Option Strategy,,,EUR,IFEU Financials
CME,,SR3,,Future,,,USD,Chicago Mercantile Exchange
CME,,ESQ,,Future,,,USD,Chicago Mercantile Exchange
CME,,SR1,,Future,,,USD,Chicago Mercantile Exchange
CME,,SR1|ZQ,,Spread,,,USD,XCBT-XCME  inter-exchange spread
BVMF,,DOLJ19C004700_E,,Option,,,BRL,ALL
BVMF,,DOLZ18C003250_E,,Option,,,BRL,ALL
BVMF,,DOLJ19C004150_E,,Option,,,BRL,ALL
BVMF,,DOLJ19P004650_E,,Option,,,BRL,ALL
BVMF,,DOLJ19C004950_E,,Option,,,BRL,ALL
BVMF,,DOLJ19P004950_E,,Option,,,BRL,ALL
BVMF,,DOLJ19C004300_E,,Option,,,BRL,ALL
ICE,UK Natural Gas 1st Line Financial Futures (USD/MMBtu) Spr,UKD,UK NG MMBTU USD,Spread,,,USD,ICE Futures SG
BVMF,,DOLJ19P004450_E,,Option,,,BRL,ALL
CME,,SR3|GE,,Spread,,,USD,Chicago Mercantile Exchange
BVMF,,DOLJ19P004750_E,,Option,,,BRL,ALL
BVMF,,DOLJ19C004500_E,,Option,,,BRL,ALL
BVMF,,DOLJ19P004100_E,,Option,,,BRL,ALL
CME,,SR1,,Spread,,,USD,Chicago Mercantile Exchange
CME,,SR1|SR3,,Spread,,,USD,Chicago Mercantile Exchange
BVMF,,DOLJ19C004350_E,,Option,,,BRL,ALL
CME,,ZN4|ZN1|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
BVMF,,DOLJ19P004300_E,,Option,,,BRL,ALL
BVMF,,DOLJ19P004800_E,,Option,,,BRL,ALL
ICE,Peak Futures Spr,76799|76807,Indiana/NI RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr (US/MM),40116|18758,GDD/CGPR DA,Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,76823|60064,OP PJM/OP ZoneA,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,13530,Swing Waha,Future,,,USD,IFUS Energy Div Gas
ICE,Peak Futures,55428,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,15705,ERCOT N/W OP,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61091,OP NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61684,OP ERCOTN Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,17073,Swing Algonquin,Future,,,USD,IFUS Energy Div Gas
ICE,NG Swing Futures Spr,41032|40113,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Peak Futures Spr,61085|76799,Ind Pk DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55722,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,77329|60064,OP PJM/OP ZoneA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55513,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51831|61089,OPNYISOG/PJM DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61699|61698,ERCOT N/S OP,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51831|60678,OPNP15/NP15RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76812|76813,PJM RealTim Spd,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,25286,NYISO C Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,OPT ON RAIFFEISEN BANK INT,RIBH,,Option Strategy,,,EUR,ALL
ICE,Peak Futures Spr,61674|15618,PSEG DA/JCPL DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,40128,Swing Socal Bor,Future,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,15704,ERCOT N/S OP,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,76802,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55602,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,40122|40123,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Peak Futures,55739,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,15670|61682,OPErcotW345DART,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,76820|60064,OP PJM/Ind RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61676|15614,OP PSEG/JCPL DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,40122|17087,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Naphtha Futures (balmo),1KR S,NapCNWE Mini,Future,,,USD,IFEU Energy Div Oil
ICE,Off-Peak Futures,61682,OP ERCOTW Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76817|76801,PJM/Indiana RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55070,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76819|76803,PJM/Indiana RT,Spread,,,USD,IFUS Energy Div Pwr
MX,Restaurant Brands International,FQR,,Future,,,CAD,ALL
ICE_L,,94097,,Spread,,,,IFEU Financials
ICE,NG Basis Futures Spr,REX S,Basis Spread,Spread,,,USD,IFUS Energy Div Gas
CME,Algonquin City-Gates Natural Gas (Platts IFERC) Basis | Transco Zone 6 Non-N.Y. Natural Gas (Platts IFERC) Basis,B4N|TZ6,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
ICE,Peak Futures,54378,PJM West Daily,Future,,,USD,IFUS Energy Div Pwr
Euronext,PSI20 Index Future,mPSI,,Spread,,,EUR,ALL
ICE,Peak Futures,54032,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE_L,E.ON SE - Amer Phys FLEX Opt,EOL,IFLO.EOL,Option,,,EUR,IFEU Financials
Eurex,OPT ON CLARIANT AG,CLN,,Option Strategy,,,CHF,ALL
ICE,NG Swing Futures Spr,51837|41032,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE_L,Deutsche Bank AG - Cash FLEX Fut,DBY,IFLO.DBY,Future,,,EUR,IFEU Financials
MX,Agrium Inc.,FGA,,Future,,,CAD,ALL
ICE,Off-Peak Futures (1 MW),DOO S,OP PJM DOM DA,Future,,,USD,IFUS Energy Div Pwr
Eurex,OPT ON LOGITECH N,LOGN,,Option Strategy,,,CHF,ALL
NDAQ_EU,,EDEMBQ,,Future,,,EUR,NDAQC
NDAQ_EU,,ZEEM_M,,Future,,,GBP,NDAQC
CME,PJM AEP Dayton Hub Real-Time Peak Cal-Day 5 MW Futures | MISO Indiana Hub Real-Time Peak Cal-Day 5 MW Futures,VDL|PTL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
DGCX,TATA Consultancy SSF,DTCS,,Spread,,,USD,ALL
ICE,Off-Peak Futures Spr,61332|61333,OP SP RT/NP RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Crude Diff Futures (balmo),MLS S,Arg WTI/WTI Mon,Future,,,USD,IFEU Energy Div Oil
Euronext,AEX Daily Option - 3rd,kA3,,Option,,,EUR,ALL
NDAQ_EU,,ENOFUTBLYR|SYCPHFUTBLYR,,Spread,,,EUR,NDAQC
ICE,REC-MD Futures,MC9 P,REC-MD C1 V19,Future,,,USD,ICE Phys Env
DGCX,ICICI Bank SSF,DICICIBC,,Spread,,,USD,ALL
ICE_L,96592921,RTZ,,Option Strategy,,,GBP,IFEU Financials
ICE,Crude Diff Futures (balmo),ARQ S,Arg LLS/WTI TM,Future,,,USD,IFEU Energy Div Oil
CME,ISO New England West Central Massachusetts Zone 5 MW Off-Peak Cal-Month Day Ahead LMP Futures,AL9,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,,C3S,,Future,,,USD,Chicago Board of Trade
CME,MGEX Hard Red Winter Wheat Index (HRWI),IH,,Future,Agriculture,Grain and Oilseed,USD,Minneapolis Grain Exchange
CME,,K6S,,Future,,,USD,Chicago Board of Trade
CME,PJM DPL Zone Off-Peak Cal-Month Day-Ahead LMP Futures,AE8,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Canadian Dollar Futures,6C,,Future,FX,Majors,USD,Chicago Mercantile Exchange
CME,NY RBOB (Platts) vs. RBOB Gasoline Futures,ARI,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
Euronext,,aM8O,,Future,,,EUR,ALL
ICE,REC-CT Spr,CC8 P,REC-CT C1 18,Spread,,,USD,ICE Phys Env
ICE,Crude Futures,16862,Arg LLS,Future,,,USD,IFEU Energy Div Oil
ICE,Off-Peak Futures,15616,OP NIHub DA Day,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61094|61088,ZoneG/PJM WH,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76817|60060,PJM/Zone A,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,76826|61091,OP PJM/NI,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,15619|76805,NI Pk DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,60678|61307,SP15 OP DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61676,OP PSEGDA Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55817,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54878,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,ACCOR,ACR,,Spread,Equities,Single stock,,ALL
ICE,Peak Futures Spr,15669|61095,ErcotH 345 DART,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61084|61085,PJM/Indiana DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61094,OP NYISOG Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61085|61086,PJM/Indiana DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76819|76811,PJM/NI Hub,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,51714|60060,PJM OH/NYISO G,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55641,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,13419|13530,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE_L,Bpost - Phys FLEX Fut,BPP,IFLO.BPP,Future,,,EUR,IFEU Financials
ICE,Peak Futures,55842,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51714|61091,OP PJM/Indiana,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61085|15619,PJM/NI DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54807,AD Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54812,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,60063|77329,OP Nepool/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54803,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55449,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55024,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55119,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60062|76814,NEPool/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing NGX DA Futures (US/MM),18758,Swing AECO,Future,,,USD,IFUS Energy Div Gas
CME,,1CD|CAU,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,NG Swing GDD Futures,25356,Swing CGMainlin,Future,,,USD,IFUS Energy Div Gas
ICE,NG Swing GDD Futures,17052,Swing NGPL-Midc,Future,,,USD,IFUS Energy Div Gas
ICE,Peak Futures Spr,51832|60061,NYISO G/Nepool,Spread,,,USD,IFUS Energy Div Pwr
Eurex,NORDEX,NDX1,,Option Strategy,Equities,Single stock,EUR,ALL
Euronext_DEV,CAC 40 Index Weekly Future - Wk1-4 ICS,1FC|4FC,,Spread,,,EUR,ALL
Euronext_DEV,AEX Daily Option - 29th,A29,,Option,,,EUR,ALL
Euronext_DEV,AEX Index Weekly Future - Wk1-4 ICS,1FT|4FT,,Spread,,,EUR,ALL
Euronext_DEV,CAC 40 Index Weekly Future - Wk2-5 ICS,2FC|5FC,,Spread,,,EUR,ALL
Euronext_DEV,CAC 40 Index Weekly Future - Wk4-5 ICS,4FC|5FC,,Spread,,,EUR,ALL
EEX,Phelix-DE Peak Day Future,D1PD,,Future,,,EUR,EEX Derivatives
EEX,Phelix-DE Base Week Future,DEBW,,Future,,,EUR,EEX Derivatives
EEX,Phelix-DE Peak Week Future,DEPW,,Future,,,EUR,EEX Derivatives
Euronext_DEV,AEX Index Weekly Future - Wk4-5 ICS,4FT|5FT,,Spread,,,EUR,ALL
Euronext_DEV,CAC 40 Index Weekly Future - Wk3-5 ICS,FCE|5FC,,Spread,,,EUR,ALL
Euronext_DEV,AEX Index Weekly Future - Wk1-5 ICS,1FT|5FT,,Spread,,,EUR,ALL
Euronext_DEV,CAC 40 Index Weekly Future - Wk1-5 ICS,1FC|5FC,,Spread,,,EUR,ALL
Euronext_DEV,AEX Index Weekly Future - Week 5,5FT,,Future,,,EUR,ALL
Euronext_DEV,AEX Index Weekly Future - Wk3-5 ICS,FTI|5FT,,Spread,,,EUR,ALL
EEX,Phelix-DE Base Day Future,D1BD,,Future,,,EUR,EEX Derivatives
Euronext_DEV,CAC 40 Index Weekly Future - Week 5,5FC,,Future,,,EUR,ALL
Euronext_DEV,AEX Index Weekly Future - Wk2-5 ICS,2FT|5FT,,Spread,,,EUR,ALL
CME,,ITP,,Spread,,,USD,New York Mercantile Exchange
CME,,GCD,,Future,,,USD,COMEX (Commodities Exchange Center)
Euronext_DEV,ArcelorMittal Weekly Option - 2nd Friday,2MT,,Option Strategy,,,EUR,ALL
ICE,Crude Futures (balmo),1TW S,TMR1a,Future,,,USD,IFEU Energy Div Oil
ICE,Crude Futures Spr,CMD S|BSP S,BRN 1L,Spread,,,USD,IFEU Energy Div Oil
ASX,,AP|IR|YT,,Spread,,,AUD,SFE
ICE,Peak Futures,55882,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
CME,,DEB,,Spread,,,EUR,New York Mercantile Exchange
CME,,ITB,,Spread,,,EUR,New York Mercantile Exchange
Eurex,VW AG -ST-,VOW,,Spread,Equities,Single stock,,ALL
Euronext_DEV,IJP Stock Option (Underlying: ISHARES MSCI JAPAN EUR HEDGED,IJP,,Option Strategy,,,EUR,ALL
ICE_L,Enel SpA - Amer Phys FLEX Opt,ECQ,IFLO.ECQ,Option,,,EUR,IFEU Financials
Euronext_DEV,Barco NV,BAR,,Option Strategy,,,EUR,ALL
Euronext_DEV,AEX Daily Option - 4th,A4,,Option Strategy,,,EUR,ALL
Euronext_DEV,ING Groep Weekly Option - 2nd Friday,2IN,,Option Strategy,,,EUR,ALL
Euronext_DEV,ASML Holding NV - Weekly Option 2nd Friday,2AS,,Option Strategy,,,EUR,ALL
Euronext_DEV,AEX Daily Option - 4th,A4,,Option,,,EUR,ALL
ICE,Peak Futures,55876,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Crude Futures (balmo),1T1 S,TMW1a,Future,,,USD,IFEU Energy Div Oil
ICE,Daily Load Futures,55871,ERCOT DailyLoad,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55885,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
CME,,DEP,,Spread,,,USD,New York Mercantile Exchange
HKEX,Ping An Insurance (Group) Company of China Ltd.,PAI,,Future,,,HKD,ALL
HKEX,Bank of Communications Co. Ltd.,BCM,,Spread,,,HKD,ALL
Eurex,EVONIK INDUSTRIES AG,EVK,,Spread,Equities,Single stock,,ALL
HKEX,S&P BSE SENSEX Index,BSE,,Future,,,HKD,ALL
HKEX,Great Wall Motor Co. Ltd.,GWM,,Spread,,,HKD,ALL
HKEX,Haitong Securities Co. Ltd.,HAI,,Option,,,HKD,ALL
HKEX,,XAB,,Option Strategy,,,HKD,ALL
HKEX,Mini-Hang Seng Index,MHI,,Spread,,,HKD,ALL
HKEX,,CKP,,Option,,,HKD,ALL
HKEX,China Mobile Limited,CHT,,Future,,,HKD,ALL
HKEX,CRRC Corporation Ltd.,CRR,,Future,,,HKD,ALL
HKEX,,LNK,,Option,,,HKD,ALL
HKEX,,XBC,,Option Strategy,,,HKD,ALL
HKEX,,HGN,,Option,,,HKD,ALL
HKEX,Three-Month HIBOR,HB3,,Spread,,,HKD,ALL
HKEX,Poly Property Group Co. Ltd,POL,,Future,,,HKD,ALL
HKEX,MICEX,MCX,,Future,,,HKD,ALL
HKEX,Esprit Holdings Limited,ESP,,Option,,,HKD,ALL
ICE,Peak Futures,55935,NI Hub Daily,Future,,,USD,IFUS Energy Div Pwr
HKEX,New China Life Insurance Co. Ltd.,NCL,,Spread,,,HKD,ALL
HKEX,China CITIC Bank Corporation Ltd.,CTB,,Option,,,HKD,ALL
HKEX,,HCF,,Option,,,HKD,ALL
ICE,Naphtha Futures (balmo),1V8 S,NapFMedC,Future,,,USD,IFEU Energy Div Oil
ASX,,US|WM,,Spread,,,AUD,SFE
ICE,Heating Oil Arb Futures (balmo),1J1 S,HO 1L/LS 1L BBL,Future,,,USD,IFEU Energy Div Oil
HKEX,MICEX,MCX,,Spread,,,HKD,ALL
HKEX,Hang Seng Mainland Oil & Gas Index,MOI,,Future,,,HKD,ALL
HKEX,China AMC CSI 300 Index ETF,AMC,,Spread,,,HKD,ALL
HKEX,,FIA,,Option,,,HKD,ALL
HKEX,,HED,,Option,,,HKD,ALL
HKEX,CGN Power Co. Ltd.,CGN,,Option,,,HKD,ALL
Eurex,ROCHE HOLDG AG GEN.,ROG,,Option Strategy,Equities,Single stock,CHF,ALL
HKEX,China CITIC Bank Corporation Ltd.,CTB,,Future,,,HKD,ALL
HKEX,Sun Hung Kai Properties Limited,SHK,,Spread,,,HKD,ALL
HKEX,China Life Insurance Company Limited,CLI,,Option,,,HKD,ALL
HKEX,China Mobile Limited,CHT,,Spread,,,HKD,ALL
HKEX,CLP Holdings Limited,CLP,,Option,,,HKD,ALL
HKEX,China Telecom Corporation Limited,CTC,,Future,,,HKD,ALL
HKEX,Henderson Land Development Company Limited,HLD,,Spread,,,HKD,ALL
HKEX,Hong Kong Exchanges and Clearing Limited,HEX,,Option,,,HKD,ALL
HKEX,China Merchants Bank Co. Ltd.,CMB,,Option,,,HKD,ALL
HKEX,,FIA,,Future,,,HKD,ALL
Eurex,SWISS MARKET Index ,OSMI|FSMI,,Spread,Equities,Single stock,,ALL
HKEX,US Gold,GDU,,Spread,,,USD,ALL
HKEX,London Copper Mini,LRC,,Spread,,,RMB,ALL
HKEX,Huaneng Power International Inc.,HNP,,Option,,,HKD,ALL
HKEX,HSI Dividend,DHS,,Spread,,,HKD,ALL
HKEX,China Telecom Corporation Limited,CTC,,Spread,,,HKD,ALL
HKEX,Swire Pacific Limited A,SWA,,Spread,,,HKD,ALL
HKEX,PICC Property and Casualty Company Limited,PIC,,Future,,,HKD,ALL
HKEX,Mini-Hang Seng Index,MHI,,Future,,,HKD,ALL
HKEX,China Evergrande Group,EVG,,Spread,,,HKD,ALL
HKEX,HSBC Holdings Plc.,HKB,,Option Strategy,,,HKD,ALL
HKEX,Bank of Communications Co. Ltd.,BCM,,Future,,,HKD,ALL
HKEX,The Bank of East Asia Limited,BEA,,Future,,,HKD,ALL
HKEX,,JXC,,Option,,,HKD,ALL
HKEX,London Copper Mini,LRC,,Future,,,RMB,ALL
HKEX,China Communications Construction Company Limited,CCC,,Option,,,HKD,ALL
HKEX,Hang Seng Mainland Healthcare Indexâ€?MCI,,Future,,,HKD,ALL,
HKEX,,MTA,,Future,,,HKD,ALL
HKEX,EUR/CNH,CEU,,Future,,,CNY,ALL
HKEX,,HLB,,Future,,,HKD,ALL
BVMF,,D12F18P001250_E,,Option,,,BRL,ALL
BVMF,,IDIF19C275000_E,,Option,,,BRL,ALL
BVMF,,SFIK18P001850_E,,Option,,,USD,ALL
BVMF,,CCMF18C002300_E,,Option,,,BRL,ALL
BVMF,,IDIF18P256000_E,,Option,,,BRL,ALL
BVMF,,ISPZ17C002615_E,,Option,,,USD,ALL
BVMF,,IDIF18P250400_E,,Option,,,BRL,ALL
BVMF,,IDIN19C283200_E,,Option,,,BRL,ALL
BVMF,,DOLZ17C003400_E,,Option,,,BRL,ALL
ICE,Gasoil Futures (balmo),VET S,,Option,,,USD,IFEU Energy Div Oil
BVMF,,OZ1H18P138000_E,,Option,,,BRL,ALL
BVMF,,IDIF18P248000_E,,Option,,,BRL,ALL
BVMF,,DOLF18C002100_E,,Option,,,BRL,ALL
BVMF,,BGIX17P012050_E,,Option,,,BRL,ALL
BVMF,,DOLN18P003200_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003300_E,,Option,,,BRL,ALL
Eurex,Euro-Schatz,OGBS,,Spread,Interest Rates,Government Bond,,ALL
BVMF,,D13F18P000650_E,,Option,,,BRL,ALL
ICE,REC-MD Spr,MC7 P|MC9 P,REC-MD C1,Spread,,,USD,ICE Phys Env
BVMF,,IDIN18C267100_E,,Option,,,BRL,ALL
BVMF,,ICFZ17P016750_E,,Option,,,USD,ALL
BVMF,,BGIF18C012600_E,,Option,,,BRL,ALL
BVMF,,DOLZ17P004225_E,,Option,,,BRL,ALL
BVMF,,DOLN18P003100_E,,Option,,,BRL,ALL
BVMF,,DOLN18C003700_E,,Option,,,BRL,ALL
BVMF,,IDIF19C278000_E,,Option,,,BRL,ALL
BVMF,,D13F19P001100_E,,Option,,,BRL,ALL
MX,Loblaw Companies Ltd.,FLL,,Spread,,,CAD,ALL
BVMF,,CCMH18C003750_E,,Option,,,BRL,ALL
BVMF,,DOLN18C003500_E,,Option,,,BRL,ALL
BVMF,,CCMU18P003000_E,,Option,,,BRL,ALL
BVMF,,CCMF18C002750_E,,Option,,,BRL,ALL
BVMF,,IDIF18C272000_E,,Option,,,BRL,ALL
BVMF,,IDIJ18C259000_E,,Option,,,BRL,ALL
BVMF,,IDIF19P264100_E,,Option,,,BRL,ALL
BVMF,,ICFU18C021000_E,,Option,,,USD,ALL
BVMF,,CCMX17P003600_E,,Option,,,BRL,ALL
BVMF,,DOLZ17P003900_E,,Option,,,BRL,ALL
BVMF,,ICFU18P021500_E,,Option,,,USD,ALL
BVMF,,DOLZ17C002975_E,,Option,,,BRL,ALL
BVMF,,ICFU18C029000_E,,Option,,,USD,ALL
BVMF,,DOLF19C003850_E,,Option,,,BRL,ALL
BVMF,,IDIN18C266500_E,,Option,,,BRL,ALL
BVMF,,DOLN18C003350_E,,Option,,,BRL,ALL
BVMF,,D14F18P001000_E,,Option,,,BRL,ALL
BVMF,,D12F18C000775_E,,Option,,,BRL,ALL
BVMF,,DOLN18C003850_E,,Option,,,BRL,ALL
BVMF,,DOLN18P006800_E,,Option,,,BRL,ALL
BVMF,,IDIF19P328000_E,,Option,,,BRL,ALL
BVMF,,CCMH18C003900_E,,Option,,,BRL,ALL
BVMF,,D14F18C000775_E,,Option,,,BRL,ALL
BVMF,,ISPZ17P002440_E,,Option,,,USD,ALL
BVMF,,DOLG18C003100_E,,Option,,,BRL,ALL
Eurex,Euro-Bund,OGBL|FGBL,,Spread,Interest Rates,Government Bond,,ALL
CME,,EW1|E1A,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,E4A|EW1,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,,VNQ,,Spread,,,USD,New York Mercantile Exchange
CME,S&P MLP Total Return Index Futures,SLP,,Future,Equities,Index,USD,Chicago Mercantile Exchange
CME,Brent Last Day Financial Weekly Options Wk 2,BW2,,Option,Energy,Crude Oil,USD,New York Mercantile Exchange
CME,,M:DC18,,Future,,,MXN,MexDer
CME,,EW1|EW3|EW2,,Option Strategy,,,USD,Chicago Mercantile Exchange
CME,PJM PECO Zone 5 MW Peak Cal-Month Day-Ahead LMP Futures,A4N,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,PJM Eastern Hub Off-Peak Cal-Month Day-Ahead LMP Futures,AF4,,Future,Energy,Electricity,USD,New York Mercantile Exchange
CME,Eurodollar Options Strategy,GE3|E01,,Option Strategy,Interest Rates,STIRS,USD,Chicago Mercantile Exchange
EEX,ETF NATURAL GAS MONTH,GDBM,,Spread,,,,EEX Derivatives
CME,E-Mini Nasdaq 100 Options Strategy,NQ|QN2,,Option Strategy,Equities,Index,USD,Chicago Mercantile Exchange
CME,Chicago Natural Gas (Platts IFERC) Basis,NBN,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
ICE,Off-Peak Futures,60678,OP NP-15 Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures (1 MW),15617,NI Hub DA,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55146,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,60062|76820,OP Nepool/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55027,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55800,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76802|76810,Indiana/NI RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,76825,OP PJM Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54912,AD Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76815|76807,PJM/NI Hub,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,76944|60064,OP PJM/OP ZoneA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60676,NP-15/Mid-C,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54880,AD Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61699|61700,ERCOT N/W OP,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,41027|40114,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,51714|61088,OP PJM/PJM DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,51832,OPNYISOG RT Day,Future,,,USD,IFUS Energy Div Pwr
ICE_L,NOS SGPS - Cash FLEX Future,PTD,IFLO.PTD,Future,,,EUR,IFEU Financials
ICE,Peak Futures,60414,SP-15 Daily,Future,,,USD,IFUS Energy Div Pwr
