Exchange,Product Name,Product Symbol,Alternate Symbol,Product Type,Asset Class,Sub-Asset Class,Currency,Market Data Channel
ICE,Off-Peak Futures Spr,51714|60062,OP PJM/NEpool D,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60414|60412,SP-15/Mid-C,Spread,,,USD,IFUS Energy Div Pwr
Eurex,INFINEON,IFX,,Option Strategy,Equities,Single stock,EUR,ALL
ICE,Peak Futures Spr,15618|76735,AD Pk DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51831|61332,OPNP15/NP15RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60061|61085,ZoneG/PJM WH DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,60062,Nepool Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51831|76823,OPNYISOD/PJM WH,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61093|60062,OP J/Nepool,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,76820|76821,OP PJM Spd,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,53994|60676,Malin/SP-15 DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54829,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,58356|17074,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Peak Futures Spr,51714|61084,PJM OH/PJM DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55153,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60676|60675,SP-15/Palo,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,51832|76812,NYISO A/PJM WH,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61094|76822,OP G/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,15618|61084,PJM EH/PJM WH,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,51714|60061,PJM OH/NYISO G,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,53097|40114,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Peak Futures,55840,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,76732,AD Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,60068|60061,Zone J/NEPOOL,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55760,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55138,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,17087,Swing ANR-SW,Future,,,USD,IFUS Energy Div Gas
ICE,NG Swing Futures Spr,13530|40135,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,15615|61091,OP AD/Ind DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61088|76822,PJM OP DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,13445,Swing Dom-South,Future,,,USD,IFUS Energy Div Gas
ICE,Peak Futures,55169,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,51832|60062,NYISO A/Nepool,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,51713|60059,PJM AEP/NYISO A,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76813|60059,PJM/Zone A,Spread,,,USD,IFUS Energy Div Pwr
ICE_L,BHP Billiton plc - Cash FLEX Fut,BT5,IFLO.BT5,Future,,,GBP,IFEU Financials
Eurex,PRUDENTIAL PLC,PRUG,,Spread,Equities,Single stock,GBX,ALL
EEX,NR GERMAN PEAK MONTH FUTURE,N1PM,,Future,,,EUR,EEX Derivatives
CME,,WY1|ZN2,,Option Strategy,,,USD,Chicago Board of Trade
Eurex,ROYAL BANK OF SCOTLAND,RBS,,Spread,Equities,Single stock,,ALL
ICE,RGGI Spr,RGN P|RGR P,RGGI V15/V19,Spread,,,USD,ICE Phys Env
ICE,SREC-PA Futures,PA8 P,SREC-PA V18,Future,,,USD,ICE Phys Env
BVMF,,BGIZ17C013700_E,,Option,,,BRL,ALL
BVMF,,IDIJ18P252100_E,,Option,,,BRL,ALL
BVMF,,SFIK18P002000_E,,Option,,,USD,ALL
ICE,Containerised White Sugar Future Spr,CS,IFLX.CS,Spread,,,USD,IFEU Commodities
BVMF,,DOLG18P003025_E,,Option,,,BRL,ALL
BVMF,,DOLF19P003750_E,,Option,,,BRL,ALL
Euronext,Kinnevik B - Dividend,aKV8,,Future,,,SEK,ALL
EEX,NR GERMAN BASE YEAR FUTURE,N1BY,,Future,,,EUR,EEX Derivatives
BVMF,,ICFU18P018100_E,,Option,,,USD,ALL
Eurex,PRUDENTIAL PLC,PRUG,,Future,Equities,Single stock,GBX,ALL
BVMF,,D13F18P001475_E,,Option,,,BRL,ALL
BVMF,,BGIH18P013500_E,,Option,,,BRL,ALL
ICE,Fuel Oil Futures,14X S,3 NYH FO,Future,,,USD,IFEU Energy Div Oil
BVMF,,IDIN18C261500_E,,Option,,,BRL,ALL
BVMF,,DOLF19C004400_E,,Option,,,BRL,ALL
BVMF,,BGIF18C014250_E,,Option,,,BRL,ALL
BVMF,,CCMF18P002050_E,,Option,,,BRL,ALL
Eurex,ARCELOR MITTAL,ISPH,,Spread,Equities,Single stock,EUR,ALL
BVMF,,DOLK18P003000_E,,Option,,,BRL,ALL
BVMF,,CCMK18C003950_E,,Option,,,BRL,ALL
BVMF,,DOLF18C003450_E,,Option,,,BRL,ALL
ICE,Fuel Oil Diff Futures,14W S,3NYHFO/3USGC,Future,,,USD,IFEU Energy Div Oil
ICE,SREC-MA Futures,MA9 P,SREC-MAII C1 19,Future,,,USD,ICE Phys Env
ICE,SREC-MA Futures,MA3 P,SREC-MAII C1 23,Future,,,USD,ICE Phys Env
Eurex,Euro-Bund Weekly Options ,OGB2,,Spread,Interest Rates,Government Bond,,ALL
ICE,SREC-PA Futures,PA7 P,SREC-PA V17,Future,,,USD,ICE Phys Env
CME,KC HRW Wheat Options Wk 1,OE1,,Option Strategy,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
Eurex,OPT ON GERRY WEBER INT. AG,GWI1,,Option Strategy,,,EUR,ALL
CME,NY 3.0% Fuel Oil (Platts) vs. Gulf Coast HSFO (Platts) Futures,FOC,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
ICE,CCA Specific Futures,CA9 P,CCAS V19,Future,,,USD,ICE Phys Env
EEX,NR FRENCH BASE YEAR FUTURE,N7BY,,Future,,,EUR,EEX Derivatives
ICE,Crude Futures Spr,CME S|BSP S,BRN 1L,Spread,,,USD,IFEU Energy Div Oil
Eurex,VW VZ,VO3,,Option Strategy,Equities,Single stock,EUR,ALL
Eurex,,AHA,,Option Strategy,,,GBX,ALL
Eurex,ARCELOR MITTAL Dividend ,I3SP,,Future,Equities,Dividend,EUR,ALL
Eurex,5TH FRIDAY OPT ON MUENCH.RUECK,MUE5,,Option Strategy,,,EUR,ALL
HKEX,CLP Holdings Limited,CLP,,Future,,,HKD,ALL
HKEX,Zijin Mining Group Co. Ltd.,ZJM,,Future,,,HKD,ALL
HKEX,Guangzhou Baiyunshan Pharmaceutical Holdings Co. Ltd.,BAI,,Future,,,HKD,ALL
HKEX,China Cinda Asset Management Co. Ltd.,CDA,,Future,,,HKD,ALL
HKEX,Hang Seng Mainland Healthcare Indexâ€?MCI,,Spread,,,HKD,ALL,
Eurex,GLAXOSMITHKLINE PLC,GSKH,,Spread,Equities,Single stock,GBX,ALL
ICE,Fuel Oil Crack Futures (bbl) Spr,BOA S,3.5RT/BRN 1LBBL,Spread,,,USD,IFEU Energy Div Oil
HKEX,HSI Dividend,DHS,,Future,,,HKD,ALL
CME,Soybean Meal Sep-Dec CSO,MC5,,Option,Agriculture,Grain and Oilseed,USD,Chicago Board of Trade
CME,Jet Fuel Cargoes CIF NWE (Platts) Crack Spread BALMO Futures,JFB,,Future,Energy,Refined Products,USD,New York Mercantile Exchange
EEX,NR GERMAN PEAK QUARTER FUTURE,N1PQ,,Future,,,EUR,EEX Derivatives
HKEX,CNH Gold,GDR,,Spread,,,RMB,ALL
CME,Tennessee 800 Leg Natural Gas (Platts Gas Daily) Swing Futures,W5,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
Eurex,CREDIT SUISSE GROUP,CSGN,,Option Strategy,Equities,Single stock,CHF,ALL
HKEX,CNH/USD,UCN,,Future,,,USD,ALL
Eurex,GLAXOSMITHKLINE PLC Dividend ,G4SK,,Future,Equities,Dividend,GBX,ALL
HKEX,Huitai Securities Co. Ltd.,HTS,,Future,,,HKD,ALL
HKEX,Ping An Insurance (Group) Company of China Ltd.,PAI,,Spread,,,HKD,ALL
HKEX,Alibaba Pictures Group Ltd.,ALI,,Spread,,,HKD,ALL
HKEX,London Aluminium Mini,LRA,,Future,,,RMB,ALL
Eurex,GLAXOSMITHKLINE PLC,GSKH,,Future,Equities,Single stock,GBX,ALL
HKEX,China Shenhua Energy Co. Ltd.,CSE,,Option,,,HKD,ALL
HKEX,PetroChina Company Limited,PEC,,Spread,,,HKD,ALL
ICE,Naphtha Futures (balmo),1KY S,NapCNWE Mini,Future,,,USD,IFEU Energy Div Oil
HKEX,MTR Corporation Limited,MTR,,Future,,,HKD,ALL
HKEX,MTR Corporation Limited,MTR,,Spread,,,HKD,ALL
HKEX,China Telecom Corporation Limited,CTC,,Option,,,HKD,ALL
HKEX,Tencent Holdings Ltd.,TCH,,Spread,,,HKD,ALL
HKEX,,MGM,,Option,,,HKD,ALL
HKEX,,PIN,,Option,,,HKD,ALL
HKEX,Digital China Holdings Ltd.,DIG,,Spread,,,HKD,ALL
EEX,NR GERMAN PEAK YEAR FUTURE,N1PY,,Future,,,EUR,EEX Derivatives
HKEX,,CSB,,Future,,,HKD,ALL
HKEX,USD/CNH,CUS,,Spread,,,RMB,ALL
Euronext,ageas NV/SA (B),bAGB,,Option Strategy,,,EUR,ALL
BVMF,,IDIF20C295000_E,,Option,,,BRL,ALL
BVMF,,BGIZ17P014500_E,,Option,,,BRL,ALL
ICE,SREC-MA Futures,MA1 P,SREC-MAII C1 21,Future,,,USD,ICE Phys Env
BVMF,,BGIG18C014300_E,,Option,,,BRL,ALL
CME,ISO New England Mass Hub Day-Ahead Peak Cal-Day 5 MW Futures,COL,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
ICE,SREC-MA Futures,MQ1 P,SREC-MA C1 21,Future,,,USD,ICE Phys Env
BVMF,,BGIK18P015400_E,,Option,,,BRL,ALL
ICE,SREC-MA Futures,MQ3 P,SREC-MA C1 23,Future,,,USD,ICE Phys Env
CME,Mini European Naphtha Cargoes CIF NWE (Platts) Calendar Month Future,MNA,,Future,Energy,Refined Products,USD,CME Europe Ltd
Euronext,Ipsen - Stock Option,pJN1,,Option Strategy,,,EUR,ALL
BVMF,,IDIF18C248700_E,,Option,,,BRL,ALL
CME,NYISO Zone G Day-Ahead Off-Peak Cal-Month 5 MW | ISO New England Mass Hub Day-Ahead Off-Peak Cal-Month 5 MW,D2L|H2L,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
ICE,Gasoil Futures,GST S,,Option,,,USD,IFEU Energy Div Oil
CME,PJM Western Hub Day-Ahead Peak Cal-Month 5 MW | PJM AEP Dayton Hub Day-Ahead LMP Peak Cal-Month 5 MW,J4L|D7L,,Spread,Energy,Electricity,USD,New York Mercantile Exchange
CME,NY Harbor ULSD Futures,HOL,,Spread,Energy,Refined Products,USD,New York Mercantile Exchange
Euronext,Atos (100),pAT1,,Option Strategy,,,EUR,ALL
ICE,Crude Futures,TMW S,,Option,,,USD,IFEU Energy Div Oil
Eurex,BAM,BGPA,,Spread,Equities,Single stock,,ALL
Euronext,LafargeHolcim (100),pLG1,,Option Strategy,,,EUR,ALL
ICE,Peak Futures,55936,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
BVMF,,IDIF19P264500_E,,Option,,,BRL,ALL
BVMF,,DOLF18C003025_E,,Option,,,BRL,ALL
ICE,Off-Peak Futures (25 MW),OFP J,,Option,,,USD,IFUS Energy Div Pwr
Euronext,TKH Group NV Stnd Option,aTKG|gTKN,,Option Strategy,,,EUR,ALL
Euronext,ING Groep Weekly Option - 4th Friday,a4IN,,Option Strategy,,,EUR,ALL
Euronext,ArcelorMittal Weekly Option - 4th Friday,a4MT,,Option Strategy,,,EUR,ALL
ICE,RGGI Spr,RGO P|RGR P,RGGI V16/V19,Spread,,,USD,ICE Phys Env
Eurex,HELLA KGAA,HLE,,Spread,Equities,Single stock,,ALL
Euronext,EVS Broadcast Equipment SA - Stnd Option,bEVS,,Option Strategy,,,EUR,ALL
ICE,Crude Futures (balmo),1UA S,TMR1a,Future,,,USD,IFEU Energy Div Oil
BVMF,,IDIJ18C253000_E,,Option,,,BRL,ALL
BVMF,,D14V18P000875_E,,Option,,,BRL,ALL
BVMF,,DOLZ17C003650_E,,Option,,,BRL,ALL
BVMF,,IDIF18P247200_E,,Option,,,BRL,ALL
Eurex,SOCIETE TV FRANCAISE 1,FSEI,,Future,Equities,Single stock,EUR,ALL
ICE,Fuel Oil Futures (balmo),17R S,3.5FMedC Mini,Future,,,USD,IFEU Energy Div Oil
ICE,RGGI Spr,RGO P|RGQ P,RGGI V16/V18,Spread,,,USD,ICE Phys Env
ICE,Off-Peak Futures Spr,61093|76823,OP J/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61093|76826,OP J/PJM,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,50930|51734,SSP N/SSP S,Spread,,,USD,IFUS Energy Div Pwr
ICE,Diesel Futures,14Y S,10pCNWE Mini,Future,,,USD,IFEU Energy Div Oil
ICE,Peak Futures,55829,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55073,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,15619,NI Hub DA Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,FLUGHAFEN ZUERICH AG,FHZN,,Spread,Equities,Single stock,,ALL
CME,Demarc Natural Gas (Platts IFERC) Basis,PE,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
ICE,Peak Futures,76803,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Gasoil Arb Futures (balmo),12M S,SG0.05/LS 1L,Future,,,USD,IFEU Energy Div Oil
CME,"Florida Gas, Zone 3 Natural Gas (Platts Gas Daily) Swing Futures",J8,,Future,Energy,Natural Gas,USD,New York Mercantile Exchange
CME,Tennessee 500 Leg Natural Gas (Platts IFERC) Basis | Texas Eastern Zone M-3 Natural Gas (Platts IFERC) Basis,NM|NX,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
ICE,Off-Peak Futures Spr,61306,OP SP/Mid-C,Spread,,,USD,IFUS Energy Div Pwr
Eurex,LLOYDS BANKING GROUP,LLOH,,Future,Equities,Single stock,GBX,ALL
EEX,NR FRENCH BASE MONTH FUTURE,N7BM,,Future,,,EUR,EEX Derivatives
ICE,Peak Futures,76812,PJM West Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,COMMERZBANK AG,CBK,,Option Strategy,Equities,Single stock,EUR,ALL
ICE,Peak Futures,54918,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE_L,Fresnillo PLC - Cash Flex Fut,FSF,IFLO.FSF,Future,,,GBP,IFEU Financials
ICE,Off-Peak Futures Spr,51714|61094,OP PJM/NYISOG D,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61699,OP ERCOTS Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61307|61308,OP SP RT/NP RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Gasoline Crack Futures (balmo),1MO S,EUBob/BRN 1L,Future,,,USD,IFEU Energy Div Oil
EEX,NR GERMAN BASE MONTH FUTURE,N1BM,,Future,,,EUR,EEX Derivatives
Eurex,SOCIETE TV FRANCAISE 1,FSEI,,Spread,Equities,Single stock,EUR,ALL
ICE,Peak Futures Spr,60413|61310,SP15 Pk DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55023,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,ADVA OPT. NETW. SE,ADV,,Spread,Equities,Single stock,,ALL
ICE,Off-Peak Futures Spr,61090|61091,OP AD/OP NI,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,61097,ERCOT S Daily,Future,,,USD,IFUS Energy Div Pwr
EEX,NR FRENCH PEAK MONTH FUTURE,N7PM,,Future,,,EUR,EEX Derivatives
ICE,Peak Futures Spr,60414|61674,P SPDA/CAIPV DA,Spread,,,USD,IFUS Energy Div Pwr
EEX,NR FRENCH PEAK YEAR FUTURE,N7PY,,Future,,,EUR,EEX Derivatives
ICE,Heating Oil Arb Futures (balmo),1J8 S,HO 1L/LS 1L BBL,Future,,,USD,IFEU Energy Div Oil
ICE,Off-Peak Futures Spr,15615|61090,OP AD DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,61084,PJM DA Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,61698,OP PSEGDA Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,76813|76733,PJM/AD Hub,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55157,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
Eurex,ALLIANZ SE,ALV,,Option Strategy,Equities,Single stock,EUR,ALL
ICE,NG Swing Futures Spr,41039|40123,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,NG Swing Futures Spr,58227|41026,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,76822|61089,OP PJM/AD,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,54963,Ind RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,15670|61683,OPErcotS345DART,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,15669|61097,ErcotS 345 DART,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55152,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61086|15619,Indiana/NI DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,61094|60063,OP G/Nepool,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,40128|41026,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,61088|76943,PJM OP DA/RT,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51831|76943,OPNYISOG/PJM DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,61096,ERCOT N Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61240,Ercot H/N,Spread,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures Spr,61096|61098,Ercot N/W,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,15615,OP PJM EH DADay,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,55820,Nepool RT Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Peak Futures,76736,AD Hub Daily,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures,52872,OP PJM DEOK D,Future,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,51832|51831,OPNYISOG/NYISOA,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing GDD Futures,41032,Swing TETCOM3,Future,,,USD,IFUS Energy Div Gas
ICE,NG Swing Futures Spr,41039|40122,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Off-Peak Futures Spr,51714|60063,OP PJM/NEPool,Spread,,,USD,IFUS Energy Div Pwr
ICE,NG Swing Futures Spr,17087|40114,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,NG Swing Futures Spr,41026|17079,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Peak Futures Spr,51832|61085,NYISO A/PJM DA,Spread,,,USD,IFUS Energy Div Pwr
ICE,Off-Peak Futures Spr,15606|61088,OP PEPCO/PJM,Spread,,,USD,IFUS Energy Div Pwr
CME,E-mini NY Harbor ULSD Futures,QH,,Spread,Energy,Refined Products,USD,New York Mercantile Exchange
CME,Sacramento Heating Seasonal Strip,HSX,,Future,,,USD,Chicago Mercantile Exchange
CME,,EUU|5EU,,Option Strategy,,,USD,Chicago Mercantile Exchange
ICE,NG Swing Futures Spr,PES S|RSS S,"Natural Gas, Ga",Spread,,,USD,IFUS Energy Div Gas
ICE,Gasoline Diff Futures (balmo),1FC S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Crack Futures (bbl) (balmo),1EH S,RBOB 1L/BRN 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoil Crack Futures (balmo),191 S,LS 1L/BRN 1L MT,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures (balmo),1G7 S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
ICE,Crude Diff Futures (balmo),186 S,Arg LLS/WTI 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Crude Diff Futures (balmo),18Q S,Arg LLS/WTI 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures (balmo),1GR S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoil Crack Futures (balmo),19L S,LS 1L/BRN 1L MT,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Diff Futures (balmo),1FW S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Futures (balmo),1GQ S,10pFRTB,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoil Crack Futures (balmo),19K S,LS 1L/BRN 1L MT,Future,,,USD,IFEU Energy Div Oil
ICE,Crude Diff Futures (balmo),18P S,Arg LLS/WTI 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Crack Futures (bbl) (balmo),1F1 S,RBOB 1L/BRN 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Crack Futures (bbl) (balmo),1F0 S,RBOB 1L/BRN 1L,Future,,,USD,IFEU Energy Div Oil
ICE,Gasoline Diff Futures (balmo),1FV S,RBOB1L/EUBob,Future,,,USD,IFEU Energy Div Oil
Eurex,GFT TECHNOLOGIES AG,GFT,,Option,Equities,Single stock,EUR,ALL
Eurex,DEUTSCHE BOERSE European Option,DB1E,,Option,Equities,Single stock,EUR,ALL
Eurex,STEINHOFF INT HLDG,SNH,,Option,Equities,Single stock,EUR,ALL
Eurex,DEUTSCHE POST European Option,DPWE,,Option,Equities,Single stock,EUR,ALL
Eurex,COVESTRO AG,1COV,,Option,Equities,Single stock,EUR,ALL
Eurex,NN GROUP NV,NNG,,Option,Equities,Single stock,EUR,ALL
Eurex,ABN AMRO GROUP,AAR,,Option,Equities,Single stock,EUR,ALL
Eurex,K + S European Option,SDFE,,Option,Equities,Single stock,EUR,ALL
Eurex,ALTICE N.V. - A,ATC,,Option,Equities,Single stock,EUR,ALL
Eurex,OPT ON JUNGHEINRICH AG,3-Jun,,Option,,,EUR,ALL
Eurex,SCOUT24,G24,,Option,Equities,Single stock,EUR,ALL
Eurex,BERTRANDT AG,BDT,,Option,Equities,Single stock,EUR,ALL
Eurex,SCHAEFFLER AG VZ,SHA,,Option,Equities,Single stock,EUR,ALL
Eurex,CTS EVENTIM AG,EVD,,Option,Equities,Single stock,EUR,ALL
Eurex,STOXX GLOBAL SELDividend  100,OGDV,,Option,Equities,Index,EUR,ALL
Eurex,LUFTHANSA ST European Option,LHAE,,Option,Equities,Single stock,EUR,ALL
CME,"ANR, Oklahoma Natural Gas (Platts IFERC) Fixed Price Futures",DAL,,Spread,Energy,Natural Gas,USD,New York Mercantile Exchange
ICE,SREC-MA Futures,MA6 P,SREC-MAII C1 16,Future,,,USD,ICE Phys Env
ICE,RGGI Futures,RGQ P,RGGI V18,Future,,,USD,ICE Phys Env
Euronext,AEX Daily Option - 24th,kA24,,Option,,,EUR,ALL
ICE_L,Rosneft (PJSC OC) GDR - Cash DASF,0RO,IFLO.0RO,Future,,,USD,IFEU Financials
ICE_L,Long Spanish Bond Future Spr,S10,IFLL.S10,Spread,,,EUR,IFEU Financials
ICE_L,HeidelbergCement AG,HEL,IFLO.HEL,Common Stock,,,EUR,IFEU Financials
ICE_L,GVC Holdings PLC - Cash DASF,3B1,IFLO.3B1,Future,,,GBP,IFEU Financials
ICE_L,BANK OF MONTREAL,BOM,IFLO.BOM,Common Stock,,,USD,IFEU Financials
ICE_L,Capita Plc,CPI,IFLO.CPI,Common Stock,,,GBP,IFEU Financials
ICE_L,Henderson Group PLC,HGI,IFLO.HGI,Common Stock,,,GBP,IFEU Financials
ICE_L,Linde AG,LI,IFLO.LI,Common Stock,,,EUR,IFEU Financials
ICE_L,Casino Guichard Perrachon SA,CO,IFLO.CO,Common Stock,,,EUR,IFEU Financials
ICE_L,United Internet AG,UI,IFLO.UI,Common Stock,,,EUR,IFEU Financials
ICE_L,Direct Line Group Plc,DLG,IFLO.DLG,Common Stock,,,GBP,IFEU Financials
ICE_L,Ageas NV/SA - Standard Future,FRB,IFLO.FRB,Future,,,EUR,IFEU Financials
ICE_L,Pernod Ricard SA - Cash DASF,0JI,IFLO.0JI,Future,,,EUR,IFEU Financials
ICE_L,Target Corp,TAA,IFLO.TAA,Common Stock,,,USD,IFEU Financials
ICE_L,Carlsberg A/S - Cash DASF,0CA,IFLO.0CA,Future,,,DKK,IFEU Financials
ICE_L,STMicroelectronics NV,STM,IFLO.STM,Common Stock,,,EUR,IFEU Financials
ICE_L,Short Spanish Bond Future Spr,S02,IFLL.S02,Spread,,,EUR,IFEU Financials
ICE_L,Dow Chemical Co/The,DTA,IFLO.DTA,Common Stock,,,USD,IFEU Financials
ICE_L,Three Month Sterling TAS,L_Z,IFLL.L SS,Future,,,GBP,IFEU Financials
ICE_L,Babcock International Group PL,BIG,IFLO.BIG,Common Stock,,,GBP,IFEU Financials
Eurex,Schaeffler AG Vz,SHAF,,Future,Equities,Single stock,EUR,ALL
ICE_L,Sprint Nextel Corp,XSA,IFLO.XSA,Common Stock,,,USD,IFEU Financials
ICE_L,Geberit AG,GEB,IFLO.GEB,Common Stock,,,CHF,IFEU Financials
ICE_L,Tomra Systems ASA,TSA,IFLO.TSA,Common Stock,,,NOK,IFEU Financials
ICE_L,Hannover Rueck AG,HNR,IFLO.HNR,Common Stock,,,EUR,IFEU Financials
ICE_L,Banca Popolare di Milano - Cash DASF,0O3,IFLO.0O3,Future,,,EUR,IFEU Financials
ICE_L,Rightmove Plc - Cash DASF,0O1,IFLO.0O1,Future,,,GBP,IFEU Financials
ICE_L,Henkel AG & Co. KGAA,HEN,IFLO.HEN,Common Stock,,,EUR,IFEU Financials
ICE_L,Medium Swiss Confederation Bond Future Spr,C05,IFLL.C05,Spread,,,CHF,IFEU Financials
ICE_L,Corp Mapfre SA - Cash DASF,0UU,IFLO.0UU,Future,,,EUR,IFEU Financials
